transaction_id,timestamp,location,product_id,quantity,revenue,payment_method,loyalty_member
1032,2025-11-15 09:20:00,Suburb,109,1.0,1.52,Cash,True
1026,2025-11-15 09:31:00,Suburb,111,1.0,3.76,Mobile,True
1030,2025-11-15 09:32:00,Suburb,115,1.0,9.35,Credit,True
1031,2025-11-15 09:58:00,Downtown,101,1.0,3.51,Cash,False
1038,2025-11-15 10:16:00,Downtown,104,1.0,2.63,Credit,True
1037,2025-11-15 10:18:00,Downtown,105,1.0,4.37,Mobile,False
1035,2025-11-15 10:27:00,Suburb,111,1.0,3.54,Credit,False
1033,2025-11-15 10:30:00,Suburb,115,1.0,9.06,Mobile,False
1034,2025-11-15 10:42:00,Suburb,107,1.0,1.96,Cash,True
1036,2025-11-15 10:55:00,Downtown,112,1.0,3.43,Credit,False
1039,2025-11-15 11:07:00,Campus,105,1.0,3.15,Mobile,False
1041,2025-11-15 11:11:00,Downtown,115,1.0,11.37,Mobile,True
1043,2025-11-15 11:16:00,Downtown,103,1.0,5.01,Credit,False
1044,2025-11-15 11:22:00,Suburb,109,1.0,1.75,Credit,True
1040,2025-11-15 11:27:00,Suburb,109,1.0,1.51,Cash,False
1042,2025-11-15 11:39:00,Downtown,105,1.0,4.17,Credit,False
1045,2025-11-15 11:49:00,Downtown,108,3.0,9.78,Mobile,False
1057,2025-11-15 12:02:00,Campus,105,1.0,3.18,Credit,False
1056,2025-11-15 12:05:00,Downtown,109,1.0,1.82,Mobile,False
1059,2025-11-15 12:10:00,Suburb,109,1.0,1.76,Cash,True
1058,2025-11-15 12:11:00,Downtown,115,1.0,11.74,Credit,True
1061,2025-11-15 12:13:00,Suburb,108,2.0,5.04,Credit,False
1054,2025-11-15 12:20:00,Suburb,109,1.0,1.58,Cash,True
1049,2025-11-15 12:23:00,Suburb,109,1.0,1.64,Credit,True
1050,2025-11-15 12:23:00,Suburb,115,1.0,9.97,Credit,True
1046,2025-11-15 12:24:00,Suburb,116,1.0,7.13,Credit,True
1060,2025-11-15 12:27:00,Campus,116,1.0,6.66,Credit,True
1053,2025-11-15 12:32:00,Campus,115,1.0,9.51,Credit,False
1055,2025-11-15 12:35:00,Suburb,109,1.0,1.54,Credit,False
1052,2025-11-15 12:36:00,Campus,116,1.0,7.2,Mobile,False
1047,2025-11-15 12:41:00,Downtown,116,1.0,8.96,Mobile,False
1062,2025-11-15 12:49:00,Suburb,116,1.0,7.59,Credit,True
1051,2025-11-15 12:55:00,Suburb,113,1.0,4.12,Credit,True
1048,2025-11-15 12:56:00,Suburb,116,1.0,7.47,Mobile,False
1065,2025-11-15 13:08:00,Suburb,109,1.0,1.51,Credit,True
1068,2025-11-15 13:16:00,Suburb,116,1.0,8.12,Cash,False
1067,2025-11-15 13:16:00,Suburb,117,1.0,8.85,Credit,True
1077,2025-11-15 13:16:00,Suburb,116,1.0,8.18,Mobile,False
1073,2025-11-15 13:21:00,Suburb,107,1.0,1.9,Mobile,False
1071,2025-11-15 13:23:00,Campus,116,1.0,6.99,Credit,False
1075,2025-11-15 13:35:00,Suburb,115,1.0,10.19,Credit,True
1064,2025-11-15 13:40:00,Suburb,116,1.0,7.53,Mobile,False
1069,2025-11-15 13:46:00,Suburb,109,1.0,1.71,Mobile,True
1070,2025-11-15 13:48:00,Suburb,115,1.0,10.47,Mobile,False
1066,2025-11-15 13:48:00,Downtown,101,1.0,3.46,Mobile,False
1074,2025-11-15 13:50:00,Campus,116,1.0,7.1,Mobile,False
1072,2025-11-15 13:51:00,Downtown,117,1.0,10.64,Credit,False
1076,2025-11-15 13:52:00,Downtown,108,1.0,3.44,Credit,False
1063,2025-11-15 13:56:00,Campus,105,1.0,3.57,Mobile,False
1078,2025-11-15 14:02:00,Campus,103,1.0,3.93,Mobile,False
1080,2025-11-15 14:43:00,Suburb,112,1.0,3.26,Mobile,False
1079,2025-11-15 14:57:00,Suburb,112,1.0,3.04,Credit,True
1081,2025-11-15 14:58:00,Campus,111,1.0,3.09,Mobile,False
1082,2025-11-15 15:01:00,Suburb,108,1.0,2.97,Credit,False
1083,2025-11-15 15:41:00,Downtown,115,1.0,11.18,Credit,False
1084,2025-11-15 15:52:00,Suburb,114,1.0,5.13,Credit,True
1089,2025-11-15 16:08:00,Suburb,111,2.0,6.89,Credit,False
1086,2025-11-15 16:12:00,Suburb,108,1.0,2.97,Mobile,True
1088,2025-11-15 16:17:00,Suburb,108,1.0,3.01,Credit,True
1087,2025-11-15 16:29:00,Suburb,111,1.0,3.24,Credit,True
1085,2025-11-15 16:34:00,Suburb,114,1.0,4.54,Cash,True
1090,2025-11-15 16:45:00,Suburb,114,1.0,4.91,Cash,False
1095,2025-11-15 17:00:00,Downtown,103,1.0,5.68,Mobile,False
1097,2025-11-15 17:17:00,Suburb,109,1.0,1.49,Credit,False
1092,2025-11-15 17:26:00,Downtown,104,1.0,2.66,Mobile,False
1091,2025-11-15 17:29:00,Suburb,116,1.0,7.81,Credit,True
1094,2025-11-15 17:37:00,Suburb,115,1.0,9.29,Credit,True
1093,2025-11-15 17:39:00,Suburb,115,1.0,9.67,Cash,False
1096,2025-11-15 17:43:00,Suburb,101,1.0,2.7,Credit,True
1098,2025-11-15 18:23:00,Downtown,116,1.0,8.13,Credit,True
1099,2025-11-15 18:25:00,Suburb,107,1.0,1.73,Credit,False
1101,2025-11-15 18:34:00,Downtown,115,1.0,10.83,Mobile,True
1100,2025-11-15 18:38:00,Campus,108,1.0,2.53,Mobile,True
1102,2025-11-15 19:28:00,Suburb,108,1.0,2.89,Credit,False
1104,2025-11-15 19:34:00,Suburb,109,1.0,1.64,Mobile,True
1103,2025-11-15 19:55:00,Downtown,116,1.0,9.09,Credit,False
1106,2025-11-15 20:24:00,Downtown,113,1.0,4.69,Mobile,True
1105,2025-11-15 20:35:00,Downtown,102,1.0,4.99,Credit,True
1107,2025-11-15 21:34:00,Campus,109,1.0,1.59,Mobile,False
1109,2025-11-16 06:00:00,Suburb,112,1.0,3.41,Credit,True
1108,2025-11-16 06:25:00,Suburb,105,1.0,3.44,Mobile,False
1112,2025-11-16 07:12:00,Downtown,104,1.0,2.79,Mobile,False
1114,2025-11-16 07:21:00,Downtown,101,1.0,3.69,Credit,False
1110,2025-11-16 07:23:00,Campus,105,1.0,3.16,Credit,False
1115,2025-11-16 07:25:00,Campus,108,1.0,2.47,Mobile,False
1111,2025-11-16 07:26:00,Downtown,114,1.0,5.16,Credit,False
1116,2025-11-16 07:56:00,Campus,104,1.0,2.46,Mobile,True
1113,2025-11-16 07:56:00,Suburb,112,1.0,2.85,Credit,True
1128,2025-11-16 08:00:00,Suburb,105,1.0,4.0,Credit,True
1126,2025-11-16 08:02:00,Suburb,113,1.0,4.17,Credit,True
1121,2025-11-16 08:04:00,Campus,114,1.0,4.44,Credit,False
1125,2025-11-16 08:04:00,Campus,102,1.0,4.33,Mobile,False
1117,2025-11-16 08:14:00,Suburb,107,1.0,1.7,Mobile,True
1120,2025-11-16 08:20:00,Downtown,103,1.0,5.7,Mobile,False
1124,2025-11-16 08:23:00,Downtown,105,1.0,4.74,Credit,True
1129,2025-11-16 08:27:00,Suburb,112,1.0,3.14,Cash,True
1122,2025-11-16 08:30:00,Suburb,109,1.0,1.47,Credit,True
1131,2025-11-16 08:31:00,Campus,105,3.0,9.13,Credit,False
1127,2025-11-16 08:32:00,Suburb,108,1.0,2.94,Credit,True
1118,2025-11-16 08:38:00,Campus,102,1.0,3.8,Mobile,False
1130,2025-11-16 08:38:00,Campus,101,1.0,2.53,Mobile,False
1119,2025-11-16 08:50:00,Suburb,108,1.0,2.68,Credit,False
1123,2025-11-16 08:59:00,Suburb,105,1.0,3.79,Mobile,False
1133,2025-11-16 09:10:00,Downtown,103,1.0,5.83,Credit,False
1135,2025-11-16 09:11:00,Suburb,102,1.0,4.21,Cash,True
1139,2025-11-16 09:14:00,Suburb,103,1.0,4.35,Credit,True
1138,2025-11-16 09:22:00,Suburb,107,1.0,1.84,Mobile,False
1134,2025-11-16 09:25:00,Downtown,101,1.0,3.75,Credit,True
1132,2025-11-16 09:26:00,Suburb,105,1.0,3.56,Cash,True
1137,2025-11-16 09:27:00,Suburb,104,1.0,2.3,Cash,False
1136,2025-11-16 09:29:00,Downtown,101,1.0,3.53,Credit,True
1140,2025-11-16 09:53:00,Downtown,102,1.0,4.76,Mobile,True
1141,2025-11-16 10:14:00,Suburb,108,1.0,2.71,Mobile,False
1143,2025-11-16 10:14:00,Suburb,116,1.0,8.57,Mobile,True
1145,2025-11-16 10:27:00,Suburb,111,1.0,3.24,Credit,True
1146,2025-11-16 10:31:00,Suburb,112,1.0,3.26,Mobile,True
1142,2025-11-16 10:31:00,Suburb,108,1.0,2.97,Credit,True
1144,2025-11-16 10:41:00,Suburb,112,1.0,3.24,Mobile,True
1150,2025-11-16 11:09:00,Suburb,107,1.0,1.83,Cash,True
1151,2025-11-16 11:11:00,Suburb,117,1.0,7.51,Credit,False
1153,2025-11-16 11:15:00,Downtown,109,1.0,1.82,Credit,False
1147,2025-11-16 11:21:00,Suburb,109,1.0,1.5,Credit,False
1149,2025-11-16 11:40:00,Suburb,115,1.0,9.26,Mobile,True
1152,2025-11-16 11:52:00,Suburb,109,1.0,1.55,Credit,True
1148,2025-11-16 11:59:00,Campus,103,1.0,4.07,Credit,False
1165,2025-11-16 12:09:00,Suburb,116,1.0,7.59,Cash,True
1169,2025-11-16 12:13:00,Campus,115,1.0,8.99,Credit,True
1166,2025-11-16 12:21:00,Suburb,115,1.0,10.38,Credit,False
1170,2025-11-16 12:22:00,Campus,116,1.0,6.36,Credit,False
1168,2025-11-16 12:25:00,Campus,103,1.0,4.63,Mobile,False
1155,2025-11-16 12:36:00,Suburb,116,1.0,7.17,Credit,True
1159,2025-11-16 12:40:00,Downtown,108,1.0,3.12,Mobile,False
1167,2025-11-16 12:41:00,Suburb,116,1.0,8.58,Mobile,False
1162,2025-11-16 12:43:00,Downtown,116,2.0,19.52,Credit,False
1163,2025-11-16 12:44:00,Suburb,116,1.0,8.22,Credit,True
1164,2025-11-16 12:45:00,Suburb,115,1.0,9.52,Credit,True
1161,2025-11-16 12:46:00,Suburb,116,1.0,8.33,Credit,True
1156,2025-11-16 12:52:00,Downtown,116,1.0,8.48,Mobile,False
1157,2025-11-16 12:53:00,Suburb,118,1.0,20.07,Mobile,True
1158,2025-11-16 12:56:00,Downtown,115,1.0,11.85,Mobile,False
1160,2025-11-16 12:58:00,Downtown,116,1.0,9.51,Mobile,True
1154,2025-11-16 12:59:00,Campus,116,1.0,7.32,Mobile,True
1178,2025-11-16 13:05:00,Campus,116,1.0,7.53,Mobile,True
1177,2025-11-16 13:07:00,Suburb,108,1.0,2.56,Credit,False
1181,2025-11-16 13:07:00,Suburb,107,1.0,1.87,Credit,True
1174,2025-11-16 13:10:00,Campus,116,1.0,7.13,Credit,False
1184,2025-11-16 13:13:00,Suburb,116,1.0,7.74,Cash,False
1173,2025-11-16 13:15:00,Downtown,101,1.0,3.42,Credit,False
1171,2025-11-16 13:25:00,Suburb,108,1.0,2.93,Mobile,True
1180,2025-11-16 13:32:00,Downtown,116,1.0,8.41,Credit,False
1172,2025-11-16 13:35:00,Campus,103,1.0,4.29,Credit,False
1185,2025-11-16 13:42:00,Campus,113,1.0,3.53,Mobile,False
1182,2025-11-16 13:46:00,Downtown,115,1.0,12.05,Mobile,False
1176,2025-11-16 13:49:00,Downtown,116,1.0,9.14,Mobile,False
1179,2025-11-16 13:50:00,Downtown,116,1.0,9.1,Mobile,False
1175,2025-11-16 13:51:00,Suburb,115,1.0,10.36,Cash,True
1183,2025-11-16 13:53:00,Suburb,109,1.0,1.58,Cash,True
1189,2025-11-16 14:07:00,Suburb,108,1.0,2.98,Mobile,True
1186,2025-11-16 14:12:00,Suburb,107,1.0,1.7,Credit,True
1187,2025-11-16 14:23:00,Suburb,107,1.0,2.02,Mobile,False
1188,2025-11-16 14:50:00,Downtown,101,1.0,3.41,Mobile,True
1190,2025-11-16 15:04:00,Suburb,109,1.0,1.49,Credit,False
1192,2025-11-16 15:32:00,Downtown,116,1.0,9.32,Cash,False
1191,2025-11-16 15:55:00,Suburb,108,1.0,2.66,Credit,False
1198,2025-11-16 16:05:00,Campus,106,1.0,8.61,Mobile,True
1193,2025-11-16 16:11:00,Suburb,107,1.0,1.84,Credit,False
1197,2025-11-16 16:21:00,Suburb,109,1.0,1.58,Mobile,False
1195,2025-11-16 16:36:00,Downtown,104,1.0,2.66,Mobile,False
1194,2025-11-16 16:43:00,Downtown,105,1.0,4.42,Credit,True
1196,2025-11-16 16:43:00,Campus,104,1.0,2.05,Credit,False
1205,2025-11-16 17:02:00,Campus,112,1.0,2.81,Credit,True
1204,2025-11-16 17:03:00,Downtown,103,1.0,4.95,Cash,False
1201,2025-11-16 17:21:00,Suburb,113,1.0,4.06,Credit,False
1202,2025-11-16 17:29:00,Suburb,112,1.0,3.01,Credit,True
1199,2025-11-16 17:38:00,Downtown,101,1.0,3.37,Credit,True
1200,2025-11-16 17:46:00,Campus,105,1.0,3.48,Credit,False
1203,2025-11-16 17:49:00,Downtown,103,1.0,5.31,Mobile,False
1207,2025-11-16 18:00:00,Downtown,107,1.0,1.94,Credit,True
1206,2025-11-16 18:43:00,Suburb,116,1.0,7.42,Mobile,False
1208,2025-11-16 18:50:00,Suburb,117,1.0,9.04,Credit,True
1209,2025-11-16 18:54:00,Downtown,113,1.0,4.5,Credit,True
1211,2025-11-16 19:20:00,Suburb,115,1.0,9.59,Credit,False
1210,2025-11-16 19:51:00,Downtown,102,1.0,5.06,Mobile,False
1212,2025-11-16 19:51:00,Suburb,116,1.0,7.38,Credit,False
1214,2025-11-16 20:14:00,Campus,104,1.0,2.32,Credit,True
1213,2025-11-16 20:19:00,Suburb,115,1.0,9.36,Credit,True
1215,2025-11-16 21:59:00,Suburb,108,1.0,2.98,Cash,False
1216,2025-11-17 06:12:00,Suburb,116,1.0,7.15,Credit,True
1218,2025-11-17 06:33:00,Suburb,102,1.0,4.72,Credit,True
1219,2025-11-17 06:38:00,Campus,101,1.0,2.85,Credit,False
1217,2025-11-17 06:46:00,Downtown,104,1.0,2.75,Mobile,True
1224,2025-11-17 07:01:00,Campus,114,1.0,4.21,Mobile,False
1221,2025-11-17 07:02:00,Downtown,104,1.0,2.68,Credit,False
1222,2025-11-17 07:09:00,Suburb,102,1.0,4.58,Mobile,True
1226,2025-11-17 07:24:00,Suburb,105,1.0,3.91,Credit,True
1229,2025-11-17 07:25:00,Downtown,114,1.0,5.81,Credit,False
1225,2025-11-17 07:28:00,Downtown,105,1.0,4.09,Mobile,False
1230,2025-11-17 07:33:00,Downtown,107,1.0,1.93,Mobile,False
1233,2025-11-17 07:37:00,Downtown,104,1.0,3.02,Credit,False
1232,2025-11-17 07:38:00,Downtown,111,1.0,3.89,Mobile,False
1223,2025-11-17 07:50:00,Suburb,116,1.0,8.33,Mobile,True
1228,2025-11-17 07:58:00,Downtown,104,2.0,5.98,Credit,True
1231,2025-11-17 07:58:00,Campus,108,1.0,2.61,Mobile,False
1220,2025-11-17 07:59:00,Downtown,103,1.0,5.2,Mobile,True
1227,2025-11-17 07:59:00,Suburb,116,1.0,8.1,Mobile,False
1245,2025-11-17 08:01:00,Campus,104,1.0,2.18,Mobile,True
1237,2025-11-17 08:04:00,Campus,101,1.0,2.5,Credit,False
1254,2025-11-17 08:09:00,Campus,102,1.0,3.67,Credit,False
1244,2025-11-17 08:10:00,Suburb,105,1.0,3.59,Credit,True
1246,2025-11-17 08:11:00,Campus,103,1.0,4.06,Credit,False
1256,2025-11-17 08:13:00,Campus,109,1.0,1.56,Mobile,False
1241,2025-11-17 08:13:00,Downtown,101,1.0,3.12,Credit,False
1253,2025-11-17 08:19:00,Campus,114,1.0,4.49,Credit,True
1247,2025-11-17 08:27:00,Campus,104,1.0,2.4,Mobile,True
1243,2025-11-17 08:28:00,Campus,113,1.0,3.71,Credit,True
1261,2025-11-17 08:31:00,Campus,112,1.0,2.64,Credit,False
1236,2025-11-17 08:31:00,Campus,102,1.0,4.21,Credit,False
1248,2025-11-17 08:34:00,Campus,102,1.0,4.43,Credit,False
1239,2025-11-17 08:39:00,Suburb,108,1.0,2.63,Credit,True
1260,2025-11-17 08:39:00,Campus,105,1.0,3.69,Mobile,True
1249,2025-11-17 08:40:00,Downtown,114,1.0,5.75,Credit,False
1250,2025-11-17 08:40:00,Downtown,111,1.0,3.7,Mobile,False
1234,2025-11-17 08:40:00,Campus,112,1.0,2.8,Mobile,False
1242,2025-11-17 08:42:00,Downtown,113,1.0,4.0,Credit,True
1259,2025-11-17 08:43:00,Campus,106,1.0,8.37,Cash,False
1235,2025-11-17 08:45:00,Campus,101,1.0,2.54,Credit,False
1251,2025-11-17 08:46:00,Downtown,103,1.0,5.28,Credit,False
1252,2025-11-17 08:46:00,Campus,105,1.0,3.38,Mobile,False
1257,2025-11-17 08:46:00,Downtown,113,1.0,4.44,Mobile,True
1240,2025-11-17 08:47:00,Downtown,115,1.0,11.25,Credit,False
1258,2025-11-17 08:49:00,Campus,101,1.0,2.61,Mobile,False
1255,2025-11-17 08:50:00,Downtown,104,1.0,2.88,Mobile,True
1238,2025-11-17 08:53:00,Campus,102,1.0,4.09,Mobile,False
1277,2025-11-17 09:00:00,Downtown,103,1.0,5.68,Mobile,True
1273,2025-11-17 09:03:00,Downtown,104,1.0,3.01,Mobile,False
1269,2025-11-17 09:10:00,Downtown,101,1.0,3.24,Mobile,False
1264,2025-11-17 09:11:00,Campus,103,1.0,4.38,Credit,False
1274,2025-11-17 09:11:00,Downtown,106,1.0,9.64,Credit,True
1263,2025-11-17 09:14:00,Downtown,106,1.0,9.37,Mobile,False
1267,2025-11-17 09:16:00,Campus,105,1.0,3.49,Mobile,False
1270,2025-11-17 09:16:00,Campus,105,1.0,3.48,Credit,True
1278,2025-11-17 09:26:00,Downtown,105,1.0,4.38,Credit,True
1272,2025-11-17 09:26:00,Downtown,106,1.0,10.17,Credit,False
1279,2025-11-17 09:29:00,Downtown,113,1.0,4.19,Mobile,True
1268,2025-11-17 09:31:00,Campus,104,2.0,4.86,Mobile,False
1262,2025-11-17 09:33:00,Campus,114,1.0,4.6,Cash,False
1275,2025-11-17 09:36:00,Downtown,111,1.0,4.07,Mobile,False
1276,2025-11-17 09:38:00,Campus,113,1.0,3.47,Mobile,False
1271,2025-11-17 09:49:00,Downtown,104,3.0,8.93,Mobile,True
1266,2025-11-17 09:54:00,Downtown,103,1.0,4.95,Mobile,False
1265,2025-11-17 09:55:00,Suburb,108,1.0,3.0,Mobile,False
1282,2025-11-17 10:02:00,Suburb,114,1.0,4.79,Mobile,False
1290,2025-11-17 10:12:00,Campus,113,1.0,3.43,Mobile,False
1289,2025-11-17 10:20:00,Suburb,114,2.0,9.77,Credit,False
1281,2025-11-17 10:21:00,Campus,102,1.0,4.11,Credit,False
1288,2025-11-17 10:21:00,Campus,104,1.0,2.16,Credit,True
1284,2025-11-17 10:30:00,Suburb,107,1.0,1.77,Credit,False
1285,2025-11-17 10:32:00,Downtown,103,1.0,5.89,Credit,False
1286,2025-11-17 10:38:00,Campus,105,1.0,3.26,Credit,False
1283,2025-11-17 10:49:00,Campus,105,1.0,3.54,Credit,True
1287,2025-11-17 10:52:00,Campus,101,1.0,2.62,Credit,False
1280,2025-11-17 10:58:00,Downtown,102,1.0,5.24,Credit,False
1296,2025-11-17 11:00:00,Campus,114,1.0,4.02,Cash,False
1302,2025-11-17 11:12:00,Downtown,101,1.0,3.36,Credit,True
1304,2025-11-17 11:12:00,Downtown,116,1.0,8.45,Mobile,False
1291,2025-11-17 11:15:00,Campus,102,1.0,4.12,Cash,False
1297,2025-11-17 11:27:00,Downtown,104,1.0,3.02,Mobile,True
1300,2025-11-17 11:28:00,Campus,104,1.0,2.05,Mobile,False
1301,2025-11-17 11:37:00,Suburb,107,1.0,1.66,Cash,True
1292,2025-11-17 11:37:00,Suburb,104,1.0,2.28,Credit,True
1295,2025-11-17 11:38:00,Campus,107,1.0,1.79,Credit,False
1294,2025-11-17 11:44:00,Downtown,101,1.0,3.5,Mobile,True
1299,2025-11-17 11:46:00,Suburb,109,1.0,1.6,Credit,True
1303,2025-11-17 11:53:00,Suburb,112,1.0,3.39,Credit,True
1293,2025-11-17 11:57:00,Campus,107,1.0,1.74,Credit,False
1298,2025-11-17 11:59:00,Downtown,107,1.0,2.22,Credit,False
1330,2025-11-17 12:00:00,Campus,105,1.0,3.18,Credit,False
1325,2025-11-17 12:05:00,Campus,116,1.0,7.67,Credit,True
1332,2025-11-17 12:10:00,Downtown,116,1.0,9.79,Credit,False
1309,2025-11-17 12:11:00,Campus,115,1.0,9.22,Mobile,True
1312,2025-11-17 12:14:00,Downtown,115,1.0,10.87,Mobile,False
1320,2025-11-17 12:15:00,Suburb,109,1.0,1.75,Credit,False
1324,2025-11-17 12:16:00,Suburb,111,1.0,3.22,Mobile,True
1319,2025-11-17 12:21:00,Downtown,115,1.0,10.35,Credit,True
1310,2025-11-17 12:24:00,Campus,109,1.0,1.52,Mobile,False
1308,2025-11-17 12:27:00,Downtown,116,1.0,9.37,Credit,False
1322,2025-11-17 12:27:00,Campus,116,1.0,6.55,Mobile,False
1307,2025-11-17 12:28:00,Campus,102,1.0,3.65,Cash,False
1318,2025-11-17 12:30:00,Downtown,115,1.0,10.37,Credit,True
1315,2025-11-17 12:31:00,Downtown,115,1.0,12.1,Mobile,False
1334,2025-11-17 12:33:00,Campus,107,1.0,1.7,Mobile,False
1314,2025-11-17 12:36:00,Downtown,116,1.0,8.82,Mobile,True
1329,2025-11-17 12:36:00,Campus,112,1.0,2.95,Credit,False
1335,2025-11-17 12:37:00,Downtown,116,1.0,9.25,Mobile,True
1305,2025-11-17 12:37:00,Downtown,116,1.0,8.63,Credit,False
1326,2025-11-17 12:38:00,Downtown,118,1.0,21.55,Mobile,False
1316,2025-11-17 12:39:00,Suburb,109,1.0,1.5,Mobile,False
1321,2025-11-17 12:40:00,Campus,102,1.0,3.65,Credit,False
1336,2025-11-17 12:40:00,Campus,104,1.0,2.32,Mobile,True
1323,2025-11-17 12:42:00,Downtown,116,1.0,8.36,Credit,False
1333,2025-11-17 12:43:00,Campus,102,1.0,4.04,Credit,False
1306,2025-11-17 12:44:00,Campus,116,1.0,7.25,Credit,False
1317,2025-11-17 12:45:00,Downtown,115,1.0,11.96,Credit,False
1311,2025-11-17 12:45:00,Campus,103,1.0,4.41,Cash,False
1327,2025-11-17 12:49:00,Suburb,107,1.0,1.88,Credit,False
1313,2025-11-17 12:55:00,Campus,104,1.0,2.34,Mobile,True
1331,2025-11-17 12:58:00,Campus,102,1.0,4.33,Mobile,False
1328,2025-11-17 12:58:00,Downtown,102,1.0,5.31,Credit,True
1344,2025-11-17 13:02:00,Downtown,116,1.0,9.88,Mobile,False
1361,2025-11-17 13:03:00,Campus,115,1.0,8.01,Mobile,False
1356,2025-11-17 13:04:00,Campus,102,1.0,4.13,Mobile,False
1338,2025-11-17 13:08:00,Campus,118,1.0,18.1,Mobile,False
1357,2025-11-17 13:08:00,Suburb,114,1.0,4.78,Cash,False
1353,2025-11-17 13:09:00,Campus,111,1.0,3.06,Credit,False
1350,2025-11-17 13:11:00,Suburb,115,1.0,9.75,Credit,True
1352,2025-11-17 13:14:00,Downtown,116,1.0,9.57,Credit,False
1339,2025-11-17 13:16:00,Suburb,103,1.0,4.28,Cash,False
1340,2025-11-17 13:19:00,Suburb,113,1.0,3.73,Cash,True
1355,2025-11-17 13:24:00,Campus,101,1.0,2.48,Mobile,False
1363,2025-11-17 13:26:00,Downtown,115,1.0,10.57,Credit,True
1359,2025-11-17 13:31:00,Campus,106,1.0,7.52,Mobile,False
1346,2025-11-17 13:31:00,Downtown,116,1.0,9.91,Credit,False
1342,2025-11-17 13:35:00,Suburb,115,,19.8,Cash,True
1362,2025-11-17 13:36:00,Campus,111,1.0,3.15,Credit,False
1360,2025-11-17 13:37:00,Campus,111,1.0,3.32,Mobile,False
1343,2025-11-17 13:38:00,Campus,115,1.0,8.48,Mobile,False
1349,2025-11-17 13:40:00,Downtown,115,1.0,10.18,Mobile,False
1351,2025-11-17 13:41:00,Campus,102,1.0,4.32,Mobile,False
1354,2025-11-17 13:43:00,Campus,112,1.0,2.87,Mobile,False
1341,2025-11-17 13:47:00,Suburb,117,1.0,8.95,Credit,True
1364,2025-11-17 13:49:00,Campus,115,1.0,9.21,Credit,False
1345,2025-11-17 13:51:00,Suburb,115,1.0,9.28,Credit,False
1348,2025-11-17 13:53:00,Campus,118,1.0,16.14,Mobile,False
1337,2025-11-17 13:57:00,Campus,105,1.0,3.17,Credit,False
1347,2025-11-17 13:58:00,Campus,103,1.0,4.67,Mobile,False
1358,2025-11-17 13:59:00,Suburb,109,1.0,1.5,Credit,True
1365,2025-11-17 14:26:00,Downtown,103,1.0,5.39,Credit,False
1370,2025-11-17 14:28:00,Downtown,115,1.0,12.16,Mobile,False
1368,2025-11-17 14:37:00,Downtown,109,1.0,1.69,Mobile,False
1372,2025-11-17 14:38:00,Downtown,103,1.0,5.66,Mobile,True
1366,2025-11-17 14:40:00,Downtown,111,1.0,3.95,Credit,False
1373,2025-11-17 14:50:00,Downtown,108,1.0,3.4,Mobile,True
1371,2025-11-17 14:57:00,Downtown,113,1.0,4.46,Credit,True
1369,2025-11-17 14:57:00,Campus,114,1.0,4.53,Credit,False
1367,2025-11-17 14:59:00,Suburb,107,1.0,1.99,Credit,True
1376,2025-11-17 15:06:00,Campus,104,1.0,2.43,Mobile,False
